acc,chain,code_string,condition,director,ent_type,generation,guess_time,markerPres,model,participant,phase,selected,target,terminator,trial,verb,vid_len,code_len,num_reps
1,chain4,"1hThumbSelf<self-repeated>,(1hHoldPan,1hCircle),(1hHoldPan<hold>,1hPour<right>)",Transmission + Interaction,A,person,5,3.067731,y,full38,full39,testing,chef,chef,matcher,5,N,2.791337,5,1
1,chain4,"(1hMicrophone<hold>,1hPointatObj<atObj>),(Sing+1hMicrophone<hold>)",Transmission + Interaction,A,obj,5,1.635512,y,full38,full39,testing,microphone,microphone,matcher,20,N,2.231095,3,1
1,chain4,"1hThumbSelf<self-repeated>,1hFingerWag<left>",Transmission + Interaction,A,person,5,2.051018,y,full38,full39,testing,police officer,police officer,matcher,22,N,1.894347,2,0
1,chain4,"1hPalm.Hair,1hScissors-Hair<right>,1hScissors-Hair<left>",Transmission + Interaction,A,loc,5,1.470133,n,full38,full39,testing,hair salon,hair salon,matcher,11,N,3.457717,3,1
1,chain4,2hPoint.Box<full>+Beat,Transmission + Interaction,A,loc,5,1.905473,y,full38,full39,testing,concert hall,concert hall,matcher,19,N,4.218879,1,0
1,chain4,"(1hC,1hPointatObj<atObj>),2hCamera",Transmission + Interaction,A,obj,5,2.919238,y,full38,full39,testing,camera,camera,matcher,28,N,1.578035,3,0
1,chain4,"1hScissors-Hair<right>,1hScissors-Hair<left>",Transmission + Interaction,A,act,5,10.819647,n,full38,full39,testing,to give a haircut,to give a haircut,matcher,9,Y,2.518123,2,1
1,chain4,"2hOpenBook<hold>,Tell<right-left>",Transmission + Interaction,A,act,5,3.478267,n,full38,full39,testing,to preach,to preach,matcher,1,Y,2.315432,2,0
1,chain4,"2hPoint.Box<full>,Squint",Transmission + Interaction,A,loc,5,1.571675,y,full38,full39,testing,darkroom,darkroom,matcher,27,N,2.465794,2,0
1,chain4,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPour<right>),1hHoldPan<shake>",Transmission + Interaction,A,act,5,2.666502,n,full38,full39,testing,to cook,to cook,matcher,13,Y,2.057799,4,2
1,chain4,2hHoldBars<shake>,Transmission + Interaction,A,loc,5,1.471589,n,full38,full39,testing,prison,prison,matcher,35,N,1.253122,1,0
1,chain4,"2hPoint.Box<full>,2OpenBook,1hShush",Transmission + Interaction,A,loc,5,1.627201,y,full38,full39,testing,church,church,matcher,25,N,2.190411,3,0
1,chain4,"(1hThumbSelf<self-repeated>,1hScissors<hold>)",Transmission + Interaction,A,person,5,2.426344,y,full38,full39,testing,hairdresser,hairdresser,matcher,3,N,1.452484,2,0
0,chain4,"2hFists,1hPointatObj<atObj>,2hTouchWrist<right>,2hTouchWrist<left>",Transmission + Interaction,A,obj,5,1.65896,y,full38,full39,testing,to make an arrest,handcuffs,matcher,44,N,2.382333,4,1
1,chain4,"(1hScissors,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,5,1.363459,y,full38,full39,testing,scissors,scissors,matcher,7,N,1.183515,2,0
1,chain4,"2hOpenBook,1hPoint<away>",Transmission + Interaction,B,act,5,1.002736,n,full38,full40,testing,to preach,to preach,matcher,1,Y,3.461208,2,0
1,chain4,"1hThumbSelf<self-repeated>,1hScissors-Hair<right>",Transmission + Interaction,B,person,5,0.258547,y,full38,full40,testing,hairdresser,hairdresser,matcher,3,N,2.645587,2,0
1,chain4,"1hThumbSelf<self-repeated>,(1hHoldPan<hold>,1hCircle)",Transmission + Interaction,B,person,5,0.563363,y,full38,full40,testing,chef,chef,matcher,5,N,1.89084,3,0
1,chain4,"(1hScissors,1hPointatObj<atObj>),1hScissors,(1hScissors,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,5,1.442574,y,full38,full40,testing,scissors,scissors,matcher,7,N,2.439896,5,3
0,chain4,2hScissors,Transmission + Interaction,B,act,5,1.76187,n,full38,full40,testing,hairdresser,to give a haircut,matcher,9,Y,2.423093,1,0
1,chain4,"1hPoint.Line<above>,1hScissors-Hair<right>",Transmission + Interaction,B,loc,5,0.410603,y,full38,full40,testing,hair salon,hair salon,matcher,11,N,2.371592,2,0
0,chain4,"(1hHoldPan<hold>,1hCircle),(1hHoldPan<hold>,1hPour<right>)",Transmission + Interaction,B,act,5,1.714978,n,full38,full40,testing,frying pan,to cook,matcher,13,Y,1.945141,4,1
1,chain4,"1hC<hold>,1hThumbSelf<self-repeated>,2hCamera<asymm-pressRepeated*3>",Transmission + Interaction,B,person,5,0.30577,y,full38,full40,testing,photographer,photographer,matcher,0,N,2.647041,3,0
1,chain4,"2hOpenBook,(1hPalm,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,5,0.334684,y,full38,full40,testing,bible,bible,matcher,4,N,1.723801,3,0
1,chain4,"1hPoint.Line<above>,Beat",Transmission + Interaction,B,loc,5,5.922797,y,full38,full40,testing,concert hall,concert hall,matcher,19,N,3.84192,2,0
1,chain4,"(1hHoldPan<hold>,1hCircle),1hPointatObj<atObj>,(1hHoldPan<hold>,1hCircle)",Transmission + Interaction,B,obj,5,1.019382,y,full38,full40,testing,frying pan,frying pan,matcher,16,N,2.620625,5,2
0,chain4,"2hTouchWrist<right>,2hTouchWrist<left>,2hFists",Transmission + Interaction,B,act,5,0.4988,n,full38,full40,testing,handcuffs,to make an arrest,matcher,8,Y,2.351157,3,1
1,chain4,"1hPoint.Line<above>,2hOpenBook",Transmission + Interaction,B,loc,5,1.818707,y,full38,full40,testing,church,church,matcher,25,N,2.279233,2,0
1,chain4,"1hPoint.Line<above>,Squint+2hPalm.Feel<centre>",Transmission + Interaction,B,loc,5,0.281344,y,full38,full40,testing,darkroom,darkroom,matcher,27,N,1.964805,2,0
1,chain4,Sing+1hMicrophone<hold>,Transmission + Interaction,B,act,5,0.89146,n,full38,full40,testing,to sing,to sing,matcher,10,Y,2.962919,1,0
1,chain4,"1hThumbSelf<self-repeated>,2hOpenBook",Transmission + Interaction,B,person,5,0.17858,y,full38,full40,testing,vicar,vicar,matcher,14,N,2.999853,2,0
1,chain4,"2hCamera<right-asymm-1Press>,2hCamera<left-asymm-1Press>,2hCamera<right-asymm-1Press>",Transmission + Interaction,B,act,5,0.151389,n,full38,full40,testing,to take a photo,to take a photo,matcher,6,Y,2.816317,3,2
1,chain4,2hHoldBars<shake>,Transmission + Interaction,B,loc,5,0.319631,n,full38,full40,testing,prison,prison,matcher,35,N,1.43468,1,0
1,chain4,"2hCamera<asymm-1Press>,(1hC,1hPointatObj<atObj>),2hCamera<asymm-1Press>",Transmission + Interaction,B,obj,5,0.13039,y,full38,full40,testing,camera,camera,matcher,28,N,3.442049,4,1
1,chain4,"(1hMicrophone<hold>,1hPointatObj<atObj>),(Sing+1hMicrophone<hold>)",Transmission + Interaction,B,obj,5,0.13834,y,full38,full40,testing,microphone,microphone,matcher,20,N,2.699914,3,1
1,chain4,"1hThumbSelf<self>,Sing+1hMicrophone<hold>",Transmission + Interaction,B,person,5,0.112365,y,full38,full40,testing,singer,singer,matcher,2,N,2.134954,2,0
1,chain4,"1hPoint.Line<above>,2hDine",Transmission + Interaction,B,loc,5,0.115223,y,full38,full40,testing,restaurant,restaurant,matcher,12,N,5.078274,2,0
1,chain4,"(1hFist,1hPointatObj<atObj>),2hTouchWrist<right>,2hTouchWrist<left>,2hwrists.Together",Transmission + Interaction,B,obj,5,0.075982,y,full38,full40,testing,handcuffs,handcuffs,matcher,44,N,2.993508,5,1
1,chain4,"1hThumbSelf<self-repeated>,1hFingerWag<right>",Transmission + Interaction,B,person,5,0.364324,y,full38,full40,testing,police officer,police officer,matcher,22,N,2.48802,2,0
,chain5,"2hHat,(1hHoldPan<shake>,1hStir)",Transmission + Interaction,A,person,0,,n,,s1,testing,,chef,,,N,,3,0
,chain5,"2hOpenBook,(1hPalm,1hPointatObj<atObj>)+look+nod, 2hDine",Transmission + Interaction,B,loc,0,,n,,s26,testing,,restaurant,,,N,,4,0
,chain5,1hHoldPan<shake>,Transmission + Interaction,B,obj,0,,n,,s27,testing,,frying pan,,,N,,1,0
,chain5,"2hBowl-Mix,1hPour<left>,1hPour<right>,2hBowl-Mix,2hPush,2hPull",Transmission + Interaction,A,act,0,,n,,s4,testing,,to cook,,,Y,,6,2
,chain5,"2hPray,1hCollar,2hPray,nod",Transmission + Interaction,A,person,0,,n,,s5,testing,,vicar,,,N,,4,1
,chain5,"1hOpenDoor+look,2hPray,1hCross,2hPray",Transmission + Interaction,B,loc,0,,y,,s30,testing,,church,,,N,,4,1
,chain5,"2hOpenBook,2hCross,2hOpenBook",Transmission + Interaction,A,obj,0,,n,,s7,testing,,bible,,,N,,3,1
,chain5,"1hFingerWag<right,repeated>",Transmission + Interaction,A,act,0,,n,,s8,testing,,to preach,,,Y,,2,0
,chain5,"1hThumbSelf<self-repeated>,Wink+2hCamera<asymm,1Press>",Transmission + Interaction,A,person,0,,y,,s9,testing,,photographer,,,N,,3,0
,chain5,"2hPalm.Feel<centre,repeated>+look",Transmission + Interaction,A,loc,0,,n,,s10,testing,,darkroom,,,N,,2,0
,chain5,"2hCamera<asymm,1Press>",Transmission + Interaction,A,obj,0,,n,,s11,testing,,camera,,,N,,2,0
,chain5,"2hCamera<asymm,1Press>",Transmission + Interaction,A,act,0,,n,,s12,testing,,to take a photo,,,Y,,2,0
,chain5,"1hSing<right>,1hSing<right>",Transmission + Interaction,A,person,0,,n,,s13,testing,,singer,,,N,,2,1
,chain5,"2hBox,2hSpace,2hSing,2hViolin<play>,2hSpace",Transmission + Interaction,B,loc,0,,y,,s38,testing,,concert hall,,,N,,5,1
,chain5,"Sing+1hMicrophone<hold>,(1hMicrophone<hold>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,0,,y,,s15,testing,,microphone,,,N,,3,1
,chain5,"Sing,1hSing,(1hPalm,1hPoint<read>),1hSing",Transmission + Interaction,B,act,0,,n,,s40,testing,,to sing,,,Y,,5,1
,chain5,"2hBrush-Hold<centre,repeated>,2hScissors-Hold<centre>",Transmission + Interaction,B,person,0,,n,,s41,testing,,hairdresser,,,N,,3,0
,chain5,"2hScissors-HoldHair<left>,2hFluff,2hHair.Feel",Transmission + Interaction,B,loc,0,,n,,s42,testing,,hair salon,,,N,,3,0
,chain5,"(1Palm.Fist,1hScissors),1hScissors<hold>",Transmission + Interaction,A,obj,0,,n,,s19,testing,,scissors,,,N,,3,1
,chain5,"2hHair,2hFluff,2hHair,2hHair<centre>,2hScissors-Hold<centre>,2hBrush-Hold<centre>,2hScissors-Hold<centre>",Transmission + Interaction,B,act,0,,n,,s44,testing,,to give a haircut,,,Y,,7,3
,chain5,"Frown+1hPoint.Knock<right>,1hBadge<left>, 1hPoint.Knock<right>,2hHat,1hKnock<right>,1hFist",Transmission + Interaction,A,person,0,,n,,s21,testing,,police officer,,,N,,6,1
,chain5,"1hPalm<rightleft>,2hHoldBars,look,2hHoldBars<shake>",Transmission + Interaction,A,loc,0,,n,,s22,testing,,prison,,,N,,4,1
,chain5,2hFists.wristsX<hold>,Transmission + Interaction,A,obj,0,,n,,s23,testing,,handcuffs,,,N,,1,0
,chain5,"Cry+2hFists.wristsTogether<out>,2hFists.wristsTogether<in>",Transmission + Interaction,B,act,0,,n,,s48,testing,,to make an arrest,,,Y,,2,1
1,chain5,"1hHoldPan<shake>,1hHoldPan<toss>,all",Transmission + Interaction,A,obj,1,1.151623,n,s27,full41,testing,frying pan,frying pan,matcher,0,N,3.715324,3,1
0,chain5,"2hSing,1hSing<left>,(1hPalm,1hPoint<read>),1hSing<left>",Transmission + Interaction,A,act,1,10.677327,n,s40,full41,testing,singer,to sing,matcher,2,Y,6.918408,5,1
1,chain5,"1hThumbSelf<self-repeated>,2hCamera<symm-1Press>",Transmission + Interaction,A,person,1,1.540488,y,s9,full41,testing,photographer,photographer,matcher,4,N,2.828488,2,0
1,chain5,"2hBox<full>,2hSpace,1hSing<left>",Transmission + Interaction,A,loc,1,1.308918,y,s38,full41,testing,concert hall,concert hall,matcher,6,N,3.980298,3,0
1,chain5,"1hOpenDoor+look,2hPray,1hCross,2hPray",Transmission + Interaction,A,loc,1,2.57604,y,s30,full41,testing,church,church,matcher,8,N,3.924273,4,1
1,chain5,"1hPalm,1hScissors<rightleft>",Transmission + Interaction,A,obj,1,1.44285,n,s19,full41,testing,scissors,scissors,matcher,10,N,2.574106,2,0
1,chain5,"1hKnock<left>,1hBadge<right>,2hHat",Transmission + Interaction,A,person,1,7.70043,n,s21,full41,testing,police officer,police officer,matcher,12,N,2.277642,3,0
0,chain5,"1hBrush<centre-repeated>,2hScissors-Hold<centre>",Transmission + Interaction,A,person,1,1.323036,n,s41,full41,testing,to give a haircut,hairdresser,matcher,14,N,4.698804,2,0
0,chain5,"1hCollar<leftright>,2hOpenBook,1hFingerWag<repeated-leftright>",Transmission + Interaction,A,act,1,0.751248,n,s8,full41,testing,vicar,to preach,matcher,16,Y,3.961198,3,0
1,chain5,"2hOpenBook,(1hPalm,1hPointatObj<atObj>)+look,2hDine",Transmission + Interaction,A,loc,1,9.612451,n,s26,full41,testing,restaurant,restaurant,matcher,3,N,3.290168,4,0
1,chain5,2hwrists.Together+Sad,Transmission + Interaction,A,act,1,4.11625,n,s48,full41,testing,to make an arrest,to make an arrest,matcher,5,Y,2.964661,1,0
1,chain5,"2hPray,1hCollar<leftright>,2hPray",Transmission + Interaction,A,person,1,0.591908,n,s5,full41,testing,vicar,vicar,matcher,22,N,5.516222,3,1
0,chain5,"1hBrush<centre-repeated>,2hScissors-Hold<centre>,1hPointSelf<self>,1hPoint<away-centre>",Transmission + Interaction,A,act,1,3.394312,n,s44,full41,testing,hairdresser,to give a haircut,matcher,24,Y,5.120461,4,0
1,chain5,"(1hMicrophone,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,1,1.163031,y,s15,full41,testing,microphone,microphone,matcher,26,N,2.829098,2,0
1,chain5,"2hOpenBook,2hCross,2hPalms.Together",Transmission + Interaction,A,obj,1,1.402703,n,s7,full41,testing,bible,bible,matcher,11,N,2.947914,3,0
1,chain5,2hPalm.Feel<all>+look,Transmission + Interaction,A,loc,1,1.060708,n,s10,full41,testing,darkroom,darkroom,matcher,1,N,2.214129,1,0
1,chain5,"2hBowl-Mix,1hPour<right>,1hPour<left>",Transmission + Interaction,A,act,1,4.2261,n,s4,full41,testing,to cook,to cook,matcher,21,Y,2.991427,3,1
1,chain5,"1hPalm<leftright>,2hHoldBars+look",Transmission + Interaction,A,loc,1,1.558933,n,s22,full41,testing,prison,prison,matcher,34,N,3.219263,2,0
1,chain5,"2hBowl-Mix,2hHat,2hBowl-Mix",Transmission + Interaction,A,person,1,1.283752,n,s1,full41,testing,chef,chef,matcher,15,N,3.043979,3,1
1,chain5,"Walk,1hPoint<away>,2hCamera<asymm-1Press>",Transmission + Interaction,A,act,1,7.962296,n,s12,full41,testing,to take a photo,to take a photo,matcher,7,Y,4.019988,3,0
1,chain5,"2hCamera<symm-1Press>,1hPointatObj<atObj>,2hCamera<symm-1Press>",Transmission + Interaction,A,obj,1,3.723115,y,s11,full41,testing,camera,camera,matcher,33,N,2.47388,3,1
1,chain5,"2hHoldWrist<left>,2hHoldWrist<right>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,1,6.075458,y,s23,full41,testing,handcuffs,handcuffs,matcher,13,N,3.017264,3,1
1,chain5,"1hOpenDoor,1hWave,1hPoint<hair>,2hScissors-HoldHair<right>,2hFluff",Transmission + Interaction,A,loc,1,4.871364,y,s42,full41,testing,hair salon,hair salon,matcher,9,N,5.678762,5,0
1,chain5,"1hSing<right>,1hPointSelf<self-repeated>,1hSing<right>",Transmission + Interaction,A,person,1,1.32401,y,s13,full41,testing,singer,singer,matcher,17,N,2.900374,3,1
1,chain5,2hPalm.Feel<all>,Transmission + Interaction,B,loc,1,3.954686,n,s10,full42,testing,darkroom,darkroom,matcher,1,N,3.560187,1,0
1,chain5,"1hOpenDoor,2hOpenBook,(1hPalm,1hPoint<read>)+look<right>,2hDine",Transmission + Interaction,B,loc,1,2.05672,y,s26,full42,testing,restaurant,restaurant,director,3,N,6.829893,5,0
1,chain5,"2hwrists.Together+Sad,HeadShake",Transmission + Interaction,B,act,1,0.747518,n,s48,full42,testing,to make an arrest,to make an arrest,director,5,Y,3.392802,2,0
1,chain5,2hCamera<asymm-1Press>,Transmission + Interaction,B,act,1,2.774402,n,s12,full42,testing,to take a photo,to take a photo,director,7,Y,2.42692,1,0
1,chain5,"1hOpenDoor,(1hPalm,1hPointatObj<atObj>),2hScissors-HoldHair<right>",Transmission + Interaction,B,loc,1,3.388368,y,s42,full42,testing,hair salon,hair salon,matcher,9,N,5.14658,4,0
1,chain5,"2hOpenBook,2hCross",Transmission + Interaction,B,obj,1,1.484664,n,s7,full42,testing,bible,bible,director,11,N,2.526142,2,0
0,chain5,"(1hFist,1hPointatObj<atObj>),2hHoldWrist<left>,2hHoldWrist<right>",Transmission + Interaction,B,obj,1,1.33134,y,s23,full42,testing,to make an arrest,handcuffs,matcher,13,N,3.527193,4,1
1,chain5,"1hPointSelf<self-repeated>+ME,2hHat,(1hHoldPan<hold>,1hStir),1hPointSelf<self-repeated>,ME",Transmission + Interaction,B,person,1,1.581077,y,s1,full42,testing,chef,chef,matcher,15,N,5.260543,6,1
1,chain5,"1hPointSelf<self-repeated>+ME,(Sing+1hMicrophone<hold>),1hPointSelf<self-repeated>+ME",Transmission + Interaction,B,person,1,1.5627,y,s13,full42,testing,singer,singer,director,17,N,3.885721,3,1
1,chain5,Sing,Transmission + Interaction,B,act,1,8.4992,n,s40,full42,testing,to sing,to sing,director,2,Y,3.484787,1,0
1,chain5,"1hPour<right>,1hHoldPan<shake>,(1hHoldPan<hold>,1hStir),1hPour<left>,2hGive",Transmission + Interaction,B,act,1,1.298952,n,s4,full42,testing,to cook,to cook,director,21,Y,5.721025,6,2
1,chain5,"2hBox<full>,1hOpenDoor,2hSing<right>,2hViolin<play>",Transmission + Interaction,B,loc,1,1.122429,y,s38,full42,testing,concert hall,concert hall,matcher,6,N,4.657256,4,0
1,chain5,"1hThumbSelf<self-repeated>+ME,2hCamera<asymm-pressRepeated*2>,1hThumbSelf<self-repeated>+ME",Transmission + Interaction,B,person,1,1.881989,y,s9,full42,testing,photographer,photographer,director,4,N,3.559589,3,1
1,chain5,"1hPalm,1hScissors<leftright>",Transmission + Interaction,B,obj,1,4.113607,n,s19,full42,testing,scissors,scissors,director,10,N,2.078325,2,0
0,chain5,1hCollar+Grimace,Transmission + Interaction,B,act,1,3.906657,n,s8,full42,testing,prison,to preach,director,16,Y,3.518492,1,0
1,chain5,"1hPoint<away-right>,1hGrab,1hBadge+BADGE",Transmission + Interaction,B,person,1,1.435348,n,s21,full42,testing,police officer,police officer,matcher,12,N,2.748753,3,0
1,chain5,"(1hC,1hPointatObj<atObj>),2hCamera<asymm-pressRepeated*2>,(1hC,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,1,5.61904,y,s11,full42,testing,camera,camera,matcher,33,N,4.134824,5,2
1,chain5,"1hOpenDoor+look,2hPray",Transmission + Interaction,B,loc,1,2.545563,y,s30,full42,testing,church,church,matcher,8,N,4.040823,2,0
1,chain5,"(1hMicrophone<hold>,1hPointatObj<atObj>),(Sing+1hMicrophone<hold>),1hPointatObj<atObj>",Transmission + Interaction,B,obj,1,1.598709,y,s15,full42,testing,microphone,microphone,matcher,26,N,2.63807,4,2
0,chain5,"1hBrush<centre>,2hScissors-Hold<centre>",Transmission + Interaction,B,act,1,4.245913,n,s44,full42,testing,hairdresser,to give a haircut,director,24,Y,4.42973,2,0
1,chain5,"1hPointSelf<self-repeated>+ME,2hScissors-Hold<centre>,1hPointSelf<self-repeated>+ME",Transmission + Interaction,B,person,1,0.922557,y,s41,full42,testing,hairdresser,hairdresser,matcher,14,N,4.055193,3,1
1,chain5,"1hPalm<leftright>,2hHoldBars<shake>",Transmission + Interaction,B,loc,1,1.186534,n,s22,full42,testing,prison,prison,director,34,N,3.437727,2,0
1,chain5,"(1hHoldPan<hold>,1hPointatObj<atObj>,1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,1,3.547262,y,s27,full42,testing,frying pan,frying pan,matcher,0,N,3.389935,5,3
1,chain5,"2hPray,1hCollar<leftright>,2hPray",Transmission + Interaction,B,person,1,1.386501,n,s5,full42,testing,vicar,vicar,matcher,22,N,3.61083,3,1
1,chain5,2hPalm.Feel<left>,Transmission + Interaction,A,loc,2,0.530165,n,full41,full43,testing,darkroom,darkroom,director,0,N,1.94395,1,0
1,chain5,"1hBrush<centre>,1hScissors<rightleft>",Transmission + Interaction,A,act,2,3.186991,n,full41,full43,testing,to give a haircut,to give a haircut,director,2,Y,2.865633,2,0
1,chain5,"Sing+1hMicrophone<hold>,(1hMicrophone<hold>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,2,0.721854,y,full41,full43,testing,microphone,microphone,director,4,N,2.045902,3,1
1,chain5,"1hCollar<rightleft>,2hOpenBook,1hPointSelf<self-repeated>,2hOpenBook",Transmission + Interaction,A,person,2,1.226799,y,full41,full43,testing,vicar,vicar,director,1,N,4.043234,4,1
1,chain5,"1hCloseDoor,2hHoldBars",Transmission + Interaction,A,loc,2,0.757524,n,full41,full43,testing,prison,prison,director,8,N,3.010539,2,0
1,chain5,"1hBrush<centre>,1hScissors<rightleft>,1hPointSelf<self-repeated>",Transmission + Interaction,A,person,2,1.210413,y,full41,full43,testing,hairdresser,hairdresser,director,5,N,3.444633,3,0
1,chain5,"1hPalm,1hScissors<rightleft>",Transmission + Interaction,A,obj,2,2.362858,n,full41,full43,testing,scissors,scissors,director,12,N,1.828392,2,0
0,chain5,"1hFingerWag<rightleft>,2hHoldWrist<left>,2hHoldWrist<right>,2hRun",Transmission + Interaction,A,person,2,1.836033,n,full41,full43,testing,to make an arrest,police officer,director,14,N,5.925077,4,1
1,chain5,"(1hPalm,1hPointatObj<atObj>),1hSing",Transmission + Interaction,A,act,2,2.704033,n,full41,full43,testing,to sing,to sing,director,3,Y,3.026364,3,0
1,chain5,"1hPointSelf<self-repeated>,1hSing",Transmission + Interaction,A,person,2,2.6605,y,full41,full43,testing,singer,singer,director,18,N,2.578622,2,0
0,chain5,"2hSpace,1hPoint<rightleft-repeated>,1hSing,1hPoint<rightleft-repeated>",Transmission + Interaction,A,loc,2,10.557147,y,full41,full43,testing,to sing,concert hall,director,20,N,6.076964,4,1
0,chain5,"2hBowl-Mix,2hHat",Transmission + Interaction,A,person,2,25.727153,n,full41,full43,testing,frying pan,chef,director,22,N,2.23288,2,0
0,chain5,"1hOpenDoor,1hWave,1hScissors<rightleft>,1hFluff",Transmission + Interaction,A,loc,2,2.643472,y,full41,full43,testing,to give a haircut,hair salon,director,24,N,3.735438,4,0
1,chain5,"(1hPalm,1hPointatObj<atObj>)+look,2hDine",Transmission + Interaction,A,loc,2,0.867436,n,full41,full43,testing,restaurant,restaurant,director,19,N,3.057977,3,0
0,chain5,"1hStop,2hHoldWrist<left>,2hHoldWrist<right>,2hFists",Transmission + Interaction,A,act,2,1.628832,n,full41,full43,testing,police officer,to make an arrest,director,17,Y,3.419402,4,1
1,chain5,"2hCamera<asymm-pressRepeated*2>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,2,1.549988,y,full41,full43,testing,camera,camera,director,30,N,2.033233,2,0
1,chain5,1hHoldPan<shake>,Transmission + Interaction,A,obj,2,1.957627,n,full41,full43,testing,frying pan,frying pan,director,31,N,1.554894,1,0
1,chain5,"2hBowl-Mix,1hPour<right>,1hPour<right>",Transmission + Interaction,A,act,2,6.956646,n,full41,full43,testing,to cook,to cook,director,34,Y,3.050634,3,1
1,chain5,"2hOpenBook,2hCross",Transmission + Interaction,A,obj,2,1.380876,n,full41,full43,testing,bible,bible,director,13,N,2.651561,2,0
1,chain5,"2hOpenBook,1hCollar,2hOpenBook,1hFingerWag<leftright>",Transmission + Interaction,A,act,2,1.124519,n,full41,full43,testing,to preach,to preach,director,9,Y,3.239167,4,1
1,chain5,"2hRoof,2hCross",Transmission + Interaction,A,loc,2,2.38865,y,full41,full43,testing,church,church,director,11,N,2.377801,2,0
1,chain5,"2hCamera<asymm-pressRepeated*2>,look,2hCamera<asymm-pressRepeated*2>",Transmission + Interaction,A,act,2,9.765544,n,full41,full43,testing,to take a photo,to take a photo,director,27,Y,3.085784,3,1
1,chain5,"2hHoldWrist<left>,2hHoldWrist<right>,2hFists<emph>",Transmission + Interaction,A,obj,2,4.836904,n,full41,full43,testing,handcuffs,handcuffs,director,21,N,3.013794,3,1
1,chain5,"1hPointSelf<self-repeated>,2hCamera<asymm-pressRepeated*3>",Transmission + Interaction,A,person,2,1.934309,y,full41,full43,testing,photographer,photographer,director,29,N,2.414142,2,0
1,chain5,"1hCollar,2hOpenBook,1hPointSelf<self-repeated>,2hOpenBook",Transmission + Interaction,B,person,2,0.467929,y,full41,full44,testing,vicar,vicar,director,1,N,5.032135,4,1
1,chain5,"1hSing<repeated>,(1hPalm,1hPointatObj<atObj>),1hSing<repeated>",Transmission + Interaction,B,act,2,1.499859,n,full41,full44,testing,to sing,to sing,director,3,Y,4.075884,4,1
0,chain5,"1hPointSelf<self-repeated>,1hBrush<centre-repeated>",Transmission + Interaction,B,person,2,0.632519,y,full41,full44,testing,to give a haircut,hairdresser,matcher,5,N,4.127591,2,0
1,chain5,"1hBrush<centre-repeated>,2hScissors-Hold<centre>",Transmission + Interaction,B,act,2,0.578932,n,full41,full44,testing,to give a haircut,to give a haircut,matcher,2,Y,4.291959,2,0
1,chain5,"2hOpenBook,(1hPalm,1hGive<right>)",Transmission + Interaction,B,act,2,1.461767,n,full41,full44,testing,to preach,to preach,matcher,9,Y,2.623059,3,0
0,chain5,"2hPalm.Line<above>,2hRoof,2hCross",Transmission + Interaction,B,loc,2,0.275276,y,full41,full44,testing,bible,church,matcher,11,N,4.649941,3,0
1,chain5,"2hOpenBook,2hCross",Transmission + Interaction,B,obj,2,0.185596,n,full41,full44,testing,bible,bible,matcher,13,N,2.960195,2,0
0,chain5,,Transmission + Interaction,B,obj,2,3.193009,,full41,full44,testing,darkroom,microphone,matcher,4,N,0.232726,,
0,chain5,1hPull,Transmission + Interaction,B,act,2,1.418075,n,full41,full44,testing,to cook,to make an arrest,matcher,17,Y,2.340201,1,0
1,chain5,"2hOpenBook,(1hPalm,1hPointatObj<atObj>)+look+nod,2hDine",Transmission + Interaction,B,loc,2,1.455448,n,full41,full44,testing,restaurant,restaurant,matcher,19,N,3.526289,4,0
1,chain5,"2hHoldWrist<right>,2hHoldWrist<left>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,2,0.332232,y,full41,full44,testing,handcuffs,handcuffs,matcher,21,N,2.355498,3,1
1,chain5,"1hPutHat,1hPointSelf<self-repeated>,2hHoldWrist<left>,2hHoldWrist<right>",Transmission + Interaction,B,person,2,1.666712,y,full41,full44,testing,police officer,police officer,matcher,14,N,3.45955,4,1
1,chain5,"1hPalm,1hScissors<leftright>",Transmission + Interaction,B,obj,2,0.22073,n,full41,full44,testing,scissors,scissors,matcher,12,N,2.448253,2,0
1,chain5,"2hCamera<asymm-pressRepeated*3>,nod,2hCamera<asymm-pressRepeated*3>",Transmission + Interaction,B,act,2,1.914768,n,full41,full44,testing,to take a photo,to take a photo,matcher,27,Y,4.184132,3,1
1,chain5,"1hPointSelf<self-repeated>,2hCamera<asymm-pressRepeated*3>",Transmission + Interaction,B,person,2,1.403376,y,full41,full44,testing,photographer,photographer,matcher,29,N,2.276219,2,0
1,chain5,,Transmission + Interaction,B,obj,2,4.148805,,full41,full44,testing,frying pan,frying pan,matcher,31,N,0.254573,,
1,chain5,2hPalm.Feel<all>,Transmission + Interaction,B,loc,2,0.442324,n,full41,full44,testing,darkroom,darkroom,matcher,0,N,1.657881,1,0
