acc,chain,code_string,condition,director,ent_type,generation,guess_time,markerPres,model,participant,phase,selected,target,terminator,trial,verb,vid_len,code_len,num_reps
1,chain2,"2hCamera<asymm-repeatedPress*2>,1hPointatObj<atObj>,2hCamera",Transmission + Interaction,A,obj,2,2.880351,y,full11,full13,testing,camera,camera,matcher,7,N,2.12254,3,1
1,chain2,"2hMustache,2hHat",Transmission + Interaction,A,person,2,1.727685,n,full11,full13,testing,chef,chef,matcher,13,N,1.500652,2,0
1,chain2,"CORRECT,1hPointSelf<self-repeated>,1hCross,2hPray,1hPointSelf<self-repeated>",Transmission + Interaction,A,person,2,1.961635,y,full11,full13,testing,vicar,vicar,matcher,11,N,4.096964,5,1
1,chain2,2hPalm.Feel<right-left>,Transmission + Interaction,A,loc,2,3.948056,n,full11,full13,testing,darkroom,darkroom,matcher,1,N,1.71713,1,0
1,chain2,"2hCamera<right-asymm-pressRepeated*2>,2hCamera<left-asymm-pressRepeated*2>,2hCamera<right-asymm-pressRepeated*2>",Transmission + Interaction,A,act,2,3.081864,n,full11,full13,testing,to take a photo,to take a photo,matcher,34,Y,3.122633,3,2
1,chain2,"1hPoint<away-right>,1hStop<right>,2hwrists.Together+Sad",Transmission + Interaction,A,act,2,2.737016,n,full11,full13,testing,to make an arrest,to make an arrest,matcher,21,Y,2.645009,3,0
1,chain2,"2hSpace,2hwrists.Together+Sad",Transmission + Interaction,A,loc,2,2.675138,y,full11,full13,testing,prison,prison,matcher,38,N,2.983079,2,0
1,chain2,"2hSpace,2hScissors-HoldHair<right>",Transmission + Interaction,A,loc,2,5.250367,y,full11,full13,testing,hair salon,hair salon,matcher,5,N,2.116635,2,0
1,chain2,"Sing+1hMicrophone,2hSing<right>,2hSing<left>",Transmission + Interaction,A,act,2,2.704259,n,full11,full13,testing,to sing,to sing,matcher,41,Y,2.727929,3,1
1,chain2,"2hFluff,2hScissors-Hold<centre>",Transmission + Interaction,A,act,2,2.354881,n,full11,full13,testing,to give a haircut,to give a haircut,matcher,44,Y,2.121339,2,0
1,chain2,"2hSpace,2hDine<repeated>",Transmission + Interaction,A,loc,2,3.033759,y,full11,full13,testing,restaurant,restaurant,matcher,37,N,3.691867,2,0
1,chain2,EyesClosed+2hPalm.Feel<full-repeated>,Transmission + Interaction,B,loc,2,1.033315,n,full11,full14,testing,darkroom,darkroom,matcher,1,N,4.651561,1,0
1,chain2,"1hPour<right>,1hPour<left>,1hHoldPan<shake>",Transmission + Interaction,B,act,2,1.595376,n,full11,full14,testing,to cook,to cook,matcher,3,Y,2.158406,3,1
1,chain2,"2hSpace,2hScissors-HoldHair<left>",Transmission + Interaction,B,loc,2,1.459492,y,full11,full14,testing,hair salon,hair salon,matcher,5,N,2.625616,2,0
0,chain2,"2hCamera<asymm-pressRepeated*2>,1hPointatObj<atObj>,2hCamera<asymm-pressRepeated>",Transmission + Interaction,B,obj,2,1.819301,y,full11,full14,testing,to take a photo,camera,matcher,7,N,2.670365,3,1
1,chain2,"2hCamera<asymm-pressRepeated*2>,1hStop,1hInstruct,2hCamera<asymm-pressRepeated>",Transmission + Interaction,B,person,2,1.14435,n,full11,full14,testing,photographer,photographer,matcher,8,N,3.551595,4,1
1,chain2,"1hPointSelf<self-repeated>,1hCross,2hPointSelf<self-repeated>",Transmission + Interaction,B,person,2,1.783525,y,full11,full14,testing,vicar,vicar,matcher,11,N,2.425305,3,0
1,chain2,"2hMustache,2hHat,1hHoldPan<shake>",Transmission + Interaction,B,person,2,0.681995,n,full11,full14,testing,chef,chef,matcher,13,N,2.817274,3,0
1,chain2,"2hPan.Outline,2hHoldPan<shake>",Transmission + Interaction,B,obj,2,1.515039,n,full11,full14,testing,frying pan,frying pan,matcher,15,N,2.272127,2,0
1,chain2,"2hSpace,1hCross,2hPray",Transmission + Interaction,B,loc,2,2.10704,y,full11,full14,testing,church,church,matcher,14,N,3.33098,3,0
1,chain2,"2hOpenBook,1hCross",Transmission + Interaction,B,obj,2,1.4906,n,full11,full14,testing,bible,bible,matcher,19,N,2.522283,2,0
1,chain2,"1hStop<left-forward>,1hKnock<right-forward>,2hwrists.Together<back>",Transmission + Interaction,B,act,2,2.351213,n,full11,full14,testing,to make an arrest,to make an arrest,matcher,21,Y,2.540455,3,0
1,chain2,"1hPointSelf<self-repeated>,1hStop<left-hold>,1hKnock<right>",Transmission + Interaction,B,person,2,1.715762,y,full11,full14,testing,police officer,police officer,matcher,2,N,2.098283,3,0
1,chain2,"1hCross,1hSpeak<right>,1hSpeak<left>",Transmission + Interaction,B,act,2,1.306527,n,full11,full14,testing,to preach,to preach,matcher,18,Y,3.326746,3,1
1,chain2,"2hwrists.Together,1hPointatObj<atObj>",Transmission + Interaction,B,obj,2,2.55682,y,full11,full14,testing,handcuffs,handcuffs,matcher,6,N,1.224855,2,0
1,chain2,"2hSpace,2hViolin<left-play>",Transmission + Interaction,B,loc,2,9.247467,y,full11,full14,testing,concert hall,concert hall,matcher,4,N,2.300069,2,0
1,chain2,"(1hScissors<rightleft>,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,2,1.531022,y,full11,full14,testing,scissors,scissors,matcher,24,N,2.569158,2,0
1,chain2,"2hPointSelf<self-repeated>,Sing+1hMicrophone<hold>",Transmission + Interaction,B,person,2,1.42758,y,full11,full14,testing,singer,singer,matcher,0,N,1.747648,2,0
1,chain2,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>",Transmission + Interaction,B,person,2,1.699045,y,full11,full14,testing,hairdresser,hairdresser,matcher,12,N,1.488573,2,0
1,chain2,"2hSpace,2hDine<repeated>",Transmission + Interaction,B,loc,2,1.938564,y,full11,full14,testing,restaurant,restaurant,matcher,37,N,3.190447,2,0
1,chain2,"1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,2,2.514975,y,full11,full14,testing,microphone,microphone,matcher,10,N,1.627535,2,0
0,chain2,"Sing+1hMicrophone<hold>,2hSpeak,2hSpeak",Transmission + Interaction,B,act,2,1.514349,n,full11,full14,testing,singer,to sing,matcher,41,Y,2.992652,3,1
1,chain2,"2hSpace,2hwrists.Together<hold>",Transmission + Interaction,B,loc,2,1.853978,y,full11,full14,testing,prison,prison,matcher,38,N,2.517858,2,0
1,chain2,"2hCamera<asymm-1Press>,2hCamera<asymm-pressRepeated*2>",Transmission + Interaction,B,act,2,1.739336,n,full11,full14,testing,to take a photo,to take a photo,matcher,34,Y,2.860218,2,1
1,chain2,"2hFluff,2hScissors-HoldHair<left>",Transmission + Interaction,B,act,2,2.634682,n,full11,full14,testing,to give a haircut,to give a haircut,matcher,44,Y,2.167892,2,0
1,chain2,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,3,2.607237,y,full13,full15,testing,frying pan,frying pan,director,0,N,4.731952,3,1
1,chain2,"1hPointSelf<self-repeated>,1hCross,1hPointSelf<self-repeated>",Transmission + Interaction,A,person,3,1.431816,y,full13,full15,testing,vicar,vicar,director,2,N,3.772761,3,1
0,chain2,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>,1hWave,2hScissors-HoldHair<left>",Transmission + Interaction,A,person,3,0.615537,y,full13,full15,testing,to give a haircut,hairdresser,director,4,N,4.888853,4,1
1,chain2,"2hMustache,2hPalm.Head",Transmission + Interaction,A,person,3,0.690525,n,full13,full15,testing,chef,chef,matcher,6,N,1.821207,2,0
0,chain2,Sing+1hMicrophone<hold>,Transmission + Interaction,A,act,3,1.879912,n,full13,full15,testing,singer,to sing,director,8,Y,3.494892,1,0
1,chain2,"2hFluff,2hScissors-HoldHair<left>",Transmission + Interaction,A,act,3,1.27291,n,full13,full15,testing,to give a haircut,to give a haircut,director,10,Y,4.744157,2,0
1,chain2,"2hOpenBook,1hCross,2hOpenBook,(1hPalm,1hPointatObj<atObj>),2hOpenBook<repeated>",Transmission + Interaction,A,obj,3,0.251178,y,full13,full15,testing,bible,bible,matcher,7,N,4.827737,6,2
1,chain2,"2hSing<right>,2hSing<left>",Transmission + Interaction,A,person,3,1.563915,n,full13,full15,testing,singer,singer,matcher,14,N,2.882531,2,1
0,chain2,"2hCrowd,2hPray<right>,2hPray<left>,2hCrowd",Transmission + Interaction,A,act,3,0.243908,n,full13,full15,testing,church,to preach,matcher,3,Y,3.595692,4,2
1,chain2,"1hPointSelf<self-repeated>,2hCamera<right-asymm-pressRepeated*2,2hCamera<left-asymm-pressRepeated*2>",Transmission + Interaction,A,person,3,1.720891,y,full13,full15,testing,photographer,photographer,matcher,1,N,2.622875,3,1
1,chain2,"2hSpace,2hPray,1hCross,2hPray",Transmission + Interaction,A,loc,3,0.39123,y,full13,full15,testing,church,church,matcher,20,N,3.475485,4,1
1,chain2,1hPalm.Feel<left-right>,Transmission + Interaction,A,loc,3,0.795008,n,full13,full15,testing,darkroom,darkroom,matcher,22,N,1.7903,1,0
0,chain2,"1hWave,2hScissors-Hold<centre>,2hScissors-Hold<centre>",Transmission + Interaction,A,loc,3,1.452036,n,full13,full15,testing,hairdresser,hair salon,matcher,24,N,4.215454,3,1
1,chain2,"2hSpace,2hDine",Transmission + Interaction,A,loc,3,0.288703,y,full13,full15,testing,restaurant,restaurant,matcher,26,N,2.563199,2,0
1,chain2,"2hSpace,2hwrists.Together+Sad",Transmission + Interaction,A,loc,3,0.864147,y,full13,full15,testing,prison,prison,matcher,17,N,2.152523,2,0
1,chain2,"(Sing+1hMicrophone<hold>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,3,0.810139,y,full13,full15,testing,microphone,microphone,matcher,5,N,1.636785,2,0
1,chain2,"1hPoint<away-right>,1hStop<right>,2hwrists.Together<right>",Transmission + Interaction,A,act,3,1.264627,n,full13,full15,testing,to make an arrest,to make an arrest,matcher,21,Y,2.933298,3,0
1,chain2,"2hCamera<asymm-pressRepeated*2>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,3,3.565353,y,full13,full15,testing,camera,camera,matcher,31,N,1.554291,2,0
1,chain2,"2hwrists.Together,1hPointatObj<atObj>",Transmission + Interaction,A,obj,3,6.631376,y,full13,full15,testing,handcuffs,handcuffs,matcher,36,N,1.333186,2,0
1,chain2,"1hPour<right>,1hPour<left>,1hMix",Transmission + Interaction,A,act,3,0.563765,n,full13,full15,testing,to cook,to cook,matcher,11,Y,1.845991,3,1
1,chain2,"1hScissors,(1hScissors<hold>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,3,1.138187,y,full13,full15,testing,scissors,scissors,matcher,33,N,1.518195,3,1
1,chain2,"2hCamera<right-asymm-pressRepeated*2>,2hCamera<left-asymm-pressRepeated*2>,2hCamera<right>",Transmission + Interaction,A,act,3,1.203908,n,full13,full15,testing,to take a photo,to take a photo,matcher,19,Y,2.594889,3,2
1,chain2,"2hSpace,2hViolin<play>",Transmission + Interaction,A,loc,3,0.548171,y,full13,full15,testing,concert hall,concert hall,matcher,41,N,2.019548,2,0
1,chain2,"1hPointSelf<self-repeated>,(YOU+1hPoint<away-right>),1hStop<right>",Transmission + Interaction,A,person,3,2.391745,y,full13,full15,testing,police officer,police officer,matcher,27,N,2.019015,3,0
1,chain2,"2hCamera<asymm-pressRepeated*2>,1hPointSelf<self,repeated>,2hCamera<asymm-pressRepeated*2>",Transmission + Interaction,B,person,3,2.194826,y,full13,full16,testing,photographer,photographer,matcher,1,N,2.742151,4,1
0,chain2,"1hPray<centre>,1hPray<right>,1hSpace",Transmission + Interaction,B,act,3,3.437409,n,full13,full16,testing,church,to preach,matcher,3,Y,3.234619,3,1
1,chain2,"Sing+1hMicrophone<hold>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,3,3.586932,y,full13,full16,testing,microphone,microphone,matcher,5,N,1.679642,2,0
1,chain2,"2hOpenBook,1hCross,2hOpenBook,(1hPalm,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,3,1.899605,y,full13,full16,testing,bible,bible,matcher,7,N,3.43114,5,1
1,chain2,"Sing+1hMicrophone<hold>,1hPoint<away>",Transmission + Interaction,B,act,3,5.820068,n,full13,full16,testing,to sing,to sing,matcher,8,Y,3.080885,2,0
1,chain2,"1hPour<right>,1hPour<left>,2hBowl-Mix",Transmission + Interaction,B,act,3,1.387005,n,full13,full16,testing,to cook,to cook,matcher,11,Y,2.097936,3,1
1,chain2,"1hWave,2hScissors-HoldHair<left>,2hPointSelf<self-repeated>",Transmission + Interaction,B,person,3,2.564228,y,full13,full16,testing,hairdresser,hairdresser,matcher,4,N,3.080974,3,0
1,chain2,"2hScissors-HoldHair<left>,2hFluff,2hScissors-HoldHair<left>",Transmission + Interaction,B,act,3,4.395774,n,full13,full16,testing,to give a haircut,to give a haircut,matcher,10,Y,2.949707,3,1
1,chain2,"2hSpace,2hwrists.Together<hold>+Sad",Transmission + Interaction,B,loc,3,1.260214,y,full13,full16,testing,prison,prison,matcher,17,N,2.811646,2,0
1,chain2,2hCamera<asymm-1Press>,Transmission + Interaction,B,act,3,2.155719,n,full13,full16,testing,to take a photo,to take a photo,matcher,19,Y,2.553746,1,0
1,chain2,"1hPoint<away-right>,1hStop<right>,2hwrists.Together<right>",Transmission + Interaction,B,act,3,1.731473,n,full13,full16,testing,to make an arrest,to make an arrest,matcher,21,Y,2.081036,3,0
1,chain2,1hPalm.Feel<centre-repeated>,Transmission + Interaction,B,loc,3,1.507467,n,full13,full16,testing,darkroom,darkroom,matcher,22,N,2.152057,1,0
1,chain2,"2hMustache,2hHat",Transmission + Interaction,B,person,3,1.406255,n,full13,full16,testing,chef,chef,matcher,6,N,1.620735,2,0
1,chain2,"2hPointSelf<self-repeated>,1hPoint<away-right>,1hStop<right>",Transmission + Interaction,B,person,3,1.651299,y,full13,full16,testing,police officer,police officer,matcher,27,N,2.161135,3,0
1,chain2,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,3,1.795181,y,full13,full16,testing,frying pan,frying pan,matcher,0,N,1.435868,3,1
1,chain2,"2hCamera<asymm-1Press>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,3,2.818793,y,full13,full16,testing,camera,camera,matcher,31,N,1.261135,2,0
1,chain2,"1hScissors,(1hScissors<hold>,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,3,1.202542,y,full13,full16,testing,scissors,scissors,matcher,33,N,1.559629,3,1
1,chain2,"2hSpace,2hDine",Transmission + Interaction,B,loc,3,2.138318,y,full13,full16,testing,restaurant,restaurant,matcher,26,N,1.68229,2,0
1,chain2,"2hSpace,2hScissors-HoldHair<left>",Transmission + Interaction,B,loc,3,1.875671,y,full13,full16,testing,hair salon,hair salon,matcher,24,N,2.48108,2,0
1,chain2,"2hPointSelf<self-repeated>,1hCross,2hPray",Transmission + Interaction,B,person,3,1.61889,y,full13,full16,testing,vicar,vicar,matcher,2,N,2.564903,3,0
1,chain2,"2hSpace,2hViolin<play>",Transmission + Interaction,B,loc,3,2.034721,y,full13,full16,testing,concert hall,concert hall,matcher,41,N,1.673628,2,0
1,chain2,"2hwrists.Together,1hPointatObj<atObj>",Transmission + Interaction,B,obj,3,2.801673,y,full13,full16,testing,handcuffs,handcuffs,matcher,36,N,1.233423,2,0
1,chain2,"2hPointSelf<self-repeated>,Sing+1hMicrophone<hold>",Transmission + Interaction,B,person,3,1.164904,y,full13,full16,testing,singer,singer,matcher,14,N,1.899818,2,0
1,chain2,"2hSpace,1hCross",Transmission + Interaction,B,loc,3,3.602617,y,full13,full16,testing,church,church,matcher,20,N,2.563627,2,0
0,chain2,"(Sing+1hMicrophone<hold>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,4,3.072268,y,full15,full17,testing,to sing,microphone,director,0,N,9.752514,2,0
1,chain2,"1hPointSelf<self-repeated>,1hWave,1hScissors<rightleft>,1hScissors<leftright>,1hPointSelf<self-repeated>",Transmission + Interaction,A,person,4,1.359246,y,full15,full17,testing,hairdresser,hairdresser,director,2,N,8.431374,5,2
1,chain2,1hPalm.Feel<right-left>,Transmission + Interaction,A,loc,4,1.031914,n,full15,full17,testing,darkroom,darkroom,director,4,N,3.179237,1,0
1,chain2,"1hHoldPan<shake>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,4,0.347495,y,full15,full17,testing,frying pan,frying pan,matcher,6,N,2.866016,2,0
0,chain2,"2hCamera<left-asymm-repeatedPress*5>,[2hCamera<right-asymm-repeatedPress*4>*2,2hCamera<centre-asymm-repeatedPress*4>,2hCamera<left-asymm-repeatedPress*4>",Transmission + Interaction,A,act,4,0.19672,n,full15,full17,testing,photographer,to take a photo,matcher,8,Y,5.890987,4,3
1,chain2,"1hPointSelf<self-repeated>,Sing+1hMicrophone<right>,1hMicrophone<left>",Transmission + Interaction,A,person,4,0.218742,y,full15,full17,testing,singer,singer,matcher,10,N,3.632909,3,1
1,chain2,"2hSpace,2hInstrument<play>",Transmission + Interaction,A,loc,4,4.451183,y,full15,full17,testing,concert hall,concert hall,director,12,N,4.626914,2,0
1,chain2,Sing+1hMicrophone<hold>,Transmission + Interaction,A,act,4,0.224021,n,full15,full17,testing,to sing,to sing,matcher,5,Y,3.695093,1,0
0,chain2,"1hGive,2hOpenBook,Sing+2hOpenBook",Transmission + Interaction,A,act,4,0.680715,n,full15,full17,testing,vicar,to preach,director,15,Y,6.229704,3,1
1,chain2,"2hSpace,2hDine",Transmission + Interaction,A,loc,4,0.193462,y,full15,full17,testing,restaurant,restaurant,matcher,3,N,4.162038,2,0
1,chain2,"1hPointSelf<self-repeated>,2hCamera<left-asymm-pressRepeated*3,2hCamera<right-asymm-pressRepeated*3>",Transmission + Interaction,A,person,4,0.370608,y,full15,full17,testing,photographer,photographer,matcher,13,N,3.099477,3,1
1,chain2,"2hSpace,1hWave,2hScissors-HoldHair<left>",Transmission + Interaction,A,loc,4,1.929298,y,full15,full17,testing,hair salon,hair salon,matcher,7,N,5.085498,3,0
1,chain2,"Frown+1hPoint<away-left>,1hStop<left>,2hwristsTogether",Transmission + Interaction,A,act,4,0.978757,n,full15,full17,testing,to make an arrest,to make an arrest,matcher,24,Y,2.475753,3,0
0,chain2,"1hWave,1hScissors<rightleft>,1hScissors<leftright>",Transmission + Interaction,A,act,4,0.354758,n,full15,full17,testing,hairdresser,to give a haircut,matcher,26,Y,3.978757,3,1
1,chain2,"2hwrists.Together,1hPointatObj<atObj>",Transmission + Interaction,A,obj,4,1.676345,y,full15,full17,testing,handcuffs,handcuffs,matcher,28,N,2.226403,2,0
1,chain2,"2hScissors-HoldHair<left>,(1hScissors<hold>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,4,0.834203,y,full15,full17,testing,scissors,scissors,matcher,30,N,3.150291,3,0
1,chain2,"1hPointSelf<self-repeated>,1hCross",Transmission + Interaction,A,person,4,0.50769,y,full15,full17,testing,vicar,vicar,matcher,32,N,3.735396,2,0
1,chain2,"2hSpace,2hwrists.Together<hold>+Sad",Transmission + Interaction,A,loc,4,0.970205,y,full15,full17,testing,prison,prison,matcher,11,N,2.980989,2,0
1,chain2,"1hPointSelf<self-repeated>,Frown+1hPoint<away-left>,1hStop<left>,2hwrists.Together,1hPointSelf<self-repeated>",Transmission + Interaction,A,person,4,0.571047,y,full15,full17,testing,police officer,police officer,matcher,36,N,5.228358,5,1
1,chain2,"2hSpace,2hPray,1hCross,REST,2hSpace",Transmission + Interaction,A,loc,4,0.491492,y,full15,full17,testing,church,church,matcher,33,N,6.433704,5,1
1,chain2,"2hCamera<asymm-repeatedPress*4>,1hPointatObj<atObj>",Transmission + Interaction,A,obj,4,0.338302,y,full15,full17,testing,camera,camera,matcher,21,N,3.462261,2,0
1,chain2,"2hOpenBook,(1hPalm,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,4,1.362797,y,full15,full17,testing,bible,bible,matcher,17,N,2.07048,3,0
1,chain2,"1hPour<right>,1hPour<left>",Transmission + Interaction,A,act,4,1.430422,n,full15,full17,testing,to cook,to cook,matcher,1,Y,2.418593,2,1
1,chain2,"2hMustache,2hHat",Transmission + Interaction,A,person,4,0.883063,n,full15,full17,testing,chef,chef,matcher,43,N,1.525522,2,0
1,chain2,"1hPour<right>,1hPour<left>",Transmission + Interaction,B,act,4,2.970383,n,full15,full18,testing,to cook,to cook,matcher,1,Y,1.826615,2,1
1,chain2,"2hSpace,2hDine<repeated>",Transmission + Interaction,B,loc,4,3.194699,y,full15,full18,testing,restaurant,restaurant,matcher,3,N,4.124664,2,0
1,chain2,Sing+1hMicrophone<hold>,Transmission + Interaction,B,act,4,1.899677,n,full15,full18,testing,to sing,to sing,matcher,5,Y,3.141029,1,0
1,chain2,"2hSpace,2hScissors-HoldHair<left>,2hScissors-HoldHair<right>,2hScissors-HoldHair<left>,2hSpace",Transmission + Interaction,B,loc,4,0.744,y,full15,full18,testing,hair salon,hair salon,matcher,7,N,4.663649,5,3
1,chain2,"(Sing+1hMicrophone<hold>,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,4,1.749407,y,full15,full18,testing,microphone,microphone,matcher,0,N,3.042283,2,0
1,chain2,"2hSpace,2hwrists.Together<hold>+Sad",Transmission + Interaction,B,loc,4,2.611764,y,full15,full18,testing,prison,prison,matcher,11,N,2.75556,2,0
1,chain2,"1hPalmSelf<self-repeated>,2hCamera<left-symm-repeatedPress*2>,2hCamera<right-symm-repeatedPress*2>,2hCamera<left>",Transmission + Interaction,B,person,4,1.87166,y,full15,full18,testing,photographer,photographer,matcher,13,N,2.46056,4,2
0,chain2,"1hGive,2hHeart,1hCross,(2hOpenBook,Lean)<repeated>",Transmission + Interaction,B,act,4,1.623639,n,full15,full18,testing,church,to preach,matcher,15,Y,8.450329,5,0
1,chain2,"2hOpenBook,1hCross,2hOpenBook,(1hPalm,1hPointatObj<atObj>),2hOpenBook<repeated>",Transmission + Interaction,B,obj,4,1.043028,y,full15,full18,testing,bible,bible,matcher,17,N,3.920807,6,2
1,chain2,"2hCamera<right-symm-1Press>,2hCamera<left-symm-1Press>,2hCamera<right>,symm,1Press>",Transmission + Interaction,B,act,4,1.510129,n,full15,full18,testing,to take a photo,to take a photo,matcher,8,Y,3.554845,5,2
1,chain2,"2hCamera<symm-1Press>,1hPointatObj<atObj>,2hCamera<asymm-1Press>",Transmission + Interaction,B,obj,4,1.533219,y,full15,full18,testing,camera,camera,matcher,21,N,1.948943,3,1
1,chain2,1hPalm.Feel<right-left>,Transmission + Interaction,B,loc,4,1.516849,n,full15,full18,testing,darkroom,darkroom,matcher,4,N,1.3564,1,0
1,chain2,"1hPointSelf<self-repeated>,Sing+1hMicrophone<hold>",Transmission + Interaction,B,person,4,1.09139,y,full15,full18,testing,singer,singer,matcher,10,N,2.538467,2,0
1,chain2,"2hSpace,2hViolin<left-play>",Transmission + Interaction,B,loc,4,1.902328,y,full15,full18,testing,concert hall,concert hall,matcher,12,N,2.719697,2,0
1,chain2,"2hwrists.Together<hold>,1hPointatObj<atObj>,all,2hwrists.Together",Transmission + Interaction,B,obj,4,1.729869,y,full15,full18,testing,handcuffs,handcuffs,matcher,28,N,2.348193,4,1
1,chain2,"1hStop,2hScissors-HoldHair<left>,1hStop,2hScissors-HoldHair<left>,2hScissors-HoldHair<right>,2hScissors-HoldHair<left>",Transmission + Interaction,B,act,4,5.523171,n,full15,full18,testing,to give a haircut,to give a haircut,matcher,26,Y,5.886093,6,4
1,chain2,"2hSpace,1hCross",Transmission + Interaction,B,loc,4,1.810849,y,full15,full18,testing,church,church,matcher,33,N,2.493745,2,0
1,chain2,"1hPoint<away-right>,1hStop<right>,2hwrists.Together<right>",Transmission + Interaction,B,act,4,1.394498,n,full15,full18,testing,to make an arrest,to make an arrest,matcher,24,Y,2.250568,3,0
1,chain2,"1hPointSelf<self-repeated>,1hPoint<away-right>,1hStop<right>,2hwrists.Together<right>,1hPointSelf<self-repeated>",Transmission + Interaction,B,person,4,2.690654,y,full15,full18,testing,police officer,police officer,matcher,36,N,2.655173,5,1
1,chain2,"1hPointSelf<self-repeated>,2hScissors-HoldHair<left>",Transmission + Interaction,B,person,4,1.668358,y,full15,full18,testing,hairdresser,hairdresser,matcher,2,N,2.551202,2,0
1,chain2,"(1hScissors-Hair<left>,1hPointatObj<atObj>)",Transmission + Interaction,B,obj,4,1.564849,y,full15,full18,testing,scissors,scissors,matcher,30,N,2.535341,2,0
1,chain2,2hMustacheHat,Transmission + Interaction,B,person,4,1.450632,n,full15,full18,testing,chef,chef,matcher,43,N,1.838496,1,0
1,chain2,"1hPointSelf<self-repeated>,1hCross",Transmission + Interaction,B,person,4,1.548172,y,full15,full18,testing,vicar,vicar,matcher,32,N,2.738462,2,0
1,chain2,"1hHoldPan<shake>,(1hHoldPan<hold>,1hPointatObj<atObj>),1hHoldPan<shake>,1hPointatObj<atObj>",Transmission + Interaction,B,obj,4,1.858932,y,full15,full18,testing,frying pan,frying pan,matcher,6,N,2.258197,5,3
1,chain2,1hPalm.Feel<left-right>,Transmission + Interaction,A,loc,5,2.537227,n,full18,full19,testing,darkroom,darkroom,director,0,N,5.944999,1,0
1,chain2,"1hPoint<away-left>,1hStop<left>,2hCamera<left-asymm-pressRepeated*2>,2hCamera<right-asymm-pressRepeated*2>,2hCamera<left-asymm-pressRepeated*>",Transmission + Interaction,A,act,5,0.378375,y,full18,full19,testing,to take a photo,to take a photo,director,2,Y,4.950192,5,2
1,chain2,"1hStop<left>,2hScissors-HoldHair<left>",Transmission + Interaction,A,act,5,2.938462,y,full18,full19,testing,to give a haircut,to give a haircut,director,4,Y,2.968533,2,0
1,chain2,"2hSpace,1hCross",Transmission + Interaction,A,loc,5,0.249916,y,full18,full19,testing,church,church,director,6,N,4.257087,2,0
1,chain2,"2hSpace,2hScissors-HoldHair<left>",Transmission + Interaction,A,loc,5,0.913662,y,full18,full19,testing,hair salon,hair salon,director,8,N,3.828403,2,0
1,chain2,"(1hScissors-Hair<left>,1hPointatObj<atObj>)",Transmission + Interaction,A,obj,5,0.337904,y,full18,full19,testing,scissors,scissors,director,1,N,3.23394,2,0
1,chain2,"1hPoint<away-left-repeated>,1hStop<left>,2hwrists.Together<left>+Sad",Transmission + Interaction,A,act,5,3.23173,y,full18,full19,testing,to make an arrest,to make an arrest,director,12,Y,3.926448,3,0
1,chain2,1hCross,Transmission + Interaction,A,act,5,3.827848,n,full18,full19,testing,to preach,to preach,director,14,Y,3.778253,1,0
1,chain2,"2hSpace,2hwrist.Together+Sad",Transmission + Interaction,A,loc,5,4.611515,y,full18,full19,testing,prison,prison,director,16,N,3.027205,2,0
1,chain2,"2hSpace,1hViolin<play>,1hMicrophone+Sing",Transmission + Interaction,A,loc,5,7.332061,y,full18,full19,testing,concert hall,concert hall,director,7,N,4.951895,3,0
1,chain2,"2hSpace,2hEat<repeated>",Transmission + Interaction,A,loc,5,7.852087,y,full18,full19,testing,restaurant,restaurant,director,20,N,3.297591,2,0
1,chain2,"2hOpenBook<repeated>,1hCross,(1hPalm,1hPointatObj<atObj>),2hOpenBook<repeated>",Transmission + Interaction,A,obj,5,0.55506,y,full18,full19,testing,bible,bible,director,17,N,4.482894,5,1
1,chain2,"2hCamera<centreright-asymm-pressRepeated*5>,1hPointatObj<atObj>,2hCamera<asymm-pressRepeated*5>",Transmission + Interaction,A,obj,5,1.499932,y,full18,full19,testing,camera,camera,director,21,N,3.231539,3,1
1,chain2,"1hStop,(1hMicrophone+Sing)",Transmission + Interaction,A,act,5,1.507871,y,full18,full19,testing,to sing,to sing,director,26,Y,2.883496,2,0
0,chain2,"1hStop,1hCross",Transmission + Interaction,A,person,5,1.044161,n,full18,full19,testing,to preach,vicar,director,27,N,3.438736,2,0
